Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/10/2018 06:25:58 PM,105275129,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11398703676725012,9570466.272727273,1.6152277325434553E7,4.1449609E7,6.0,1.05275123E8,1.05275123E7,1.6694002739381975E7,4.1449609E7,6.0,0,0,0,0,0,0,0,0,0,0,0,0.10448811703664594,0.009498919730604176,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,245.4,237.43588608295926,496.0,6.0,2.10547792E7,1.870811363485491E7,4.1449609E7,5184791.0,No Label
192.168.100.103-66.85.157.90-38092-443-6,192.168.100.103,38092,66.85.157.90,443,6,02/10/2018 06:27:48 PM,115739927,24,25,37.0,37.0,37.0,0.0,1.5416666666666663,7.552593373581465,37.0,0.0,1.4799999999999995,7.3999999999999995,0.6393644951927436,0.4233629765465465,2411248.4791666674,2582007.6830409365,5314968.0,490.0,1.1573943E8,5032149.130434783,728964.6556756997,5315465.0,1697781.0,1.15739428E8,4822476.166666667,1222707.0296853143,5315466.0,153167.0,0,0,0,0,480,500,0.2073614579003493,0.21600151864619718,0.0,37.0,1.4800000000000004,7.3241005577198255,53.642448979591855,0,0,0,0,1,0,0,0,1.0,1.510204081632653,1.5416666666666667,1.48,0,0,0,0,0,0,24,37,25,37,-1,162,1,0,84630.63636363638,394400.6267385566,1850447.0,490.0,5176252.454545455,50903.789526561675,5314968.0,5145557.0,No Label
192.168.100.103-217.30.75.147-123-123-17,192.168.100.103,123,217.30.75.147,123,17,02/10/2018 06:20:32 PM,1304013,0,2,0.0,96.0,0,0,0,0,48.0,48.0,48.0,0.0,73.61889797110918,1.5337270410647745,1304013.0,0.0,1304013.0,1304013.0,0,0,0,0,0,1304013.0,1304013.0,0.0,1304013.0,1304013.0,0,0,0,0,0,16,0.0,1.5337270410647745,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,0.0,48.0,0,0,0,0,0,0,0,0,2,96,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/10/2018 06:28:24 PM,94943054,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263915525616018,8631186.727272727,1.2979975657758947E7,3.1190697E7,248.0,9.4942556E7,9494255.6,1.3345244738034628E7,3.1190697E7,248.0,0,0,0,0,0,0,0,0,0,0,0,0.11585892318146833,0.010532629380133485,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,3372.75,5918.002217809655,12248.0,248.0,2.3732267E7,9153993.713661414,3.1190697E7,1.2152314E7,No Label
192.168.100.103-80.79.25.111-123-123-17,192.168.100.103,123,80.79.25.111,123,17,02/10/2018 06:28:09 PM,3008529,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,31.909281911525536,0.6647767064901153,3008529.0,0.0,3008529.0,3008529.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.33238835324505767,0.33238835324505767,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.103-66.85.157.90-38092-443-6,192.168.100.103,38092,66.85.157.90,443,6,02/10/2018 06:29:49 PM,117447494,25,27,74.0,74.0,37.0,0.0,2.96,10.24483609759896,37.0,0.0,2.7407407407407405,9.874569484647042,1.2601375726245805,0.44275103903025803,2302892.0392156867,2554398.554490775,5339955.0,483.0,1.17294819E8,4887284.124999999,1044696.6516535382,5340454.0,1383211.0,1.17447494E8,4517211.307692305,1628601.5843151761,5340445.0,152927.0,0,0,0,0,500,540,0.21286107645685484,0.22988996257340322,0.0,37.0,2.7924528301886795,9.867114164984999,97.35994194484762,0,0,0,0,1,0,0,0,1.0,2.8461538461538463,2.96,2.740740740740741,0,0,0,0,0,0,25,74,27,74,-1,162,2,0,81199.95454545457,378201.20422417595,1774488.0,483.0,5187509.909090909,71603.11374441803,5339955.0,5003396.0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/10/2018 06:30:31 PM,95620441,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12549617921130482,8692767.363636363,1.19556001669659E7,3.1919041E7,14.0,9.5619942E7,9561994.2,1.2230438673369767E7,3.1919041E7,14.0,0,0,0,0,0,0,0,0,0,0,0,0.11503816427702943,0.010458014934275402,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,300.0,205.13044630185934,501.0,14.0,1.91236898E7,1.0392213956267558E7,3.1919041E7,5225766.0,No Label
192.168.100.103-89.221.210.188-123-123-17,192.168.100.103,123,89.221.210.188,123,17,02/10/2018 06:29:14 PM,71001224,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1.352089366797395,0.02816852847494573,7.1001224E7,0.0,7.1001224E7,7.1001224E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.014084264237472865,0.014084264237472865,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,1,0,0,0,0,0,7.1001224E7,0.0,7.1001224E7,7.1001224E7,No Label
192.168.100.103-194.182.76.214-123-123-17,192.168.100.103,123,194.182.76.214,123,17,02/10/2018 06:30:22 PM,114000700,10,12,480.0,576.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,9.263101016046393,0.1929812711676332,5428604.761904761,1.4667173418202288E7,6.199139E7,5493.0,1.09958015E8,1.2217557222222222E7,2.110730601130175E7,6.1997129E7,1962627.0,1.140007E8,1.03637E7,1.9346797740204062E7,6.1997376E7,5743.0,0,0,0,0,80,96,0.08771875962165145,0.10526251154598174,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,50.18181818181818,48.0,48.0,0,0,0,0,0,0,10,480,12,576,-1,-1,10,0,1.00050355E7,1.4141140724489821E7,2.0004332E7,5739.0,4.69923215E7,2.1211886095663074E7,6.199139E7,3.1993253E7,No Label
192.168.100.103-217.30.75.147-123-123-17,192.168.100.103,123,217.30.75.147,123,17,02/10/2018 06:30:21 PM,114997383,10,12,480.0,576.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,9.182817664641986,0.19130870134670805,5476065.857142856,1.4574896587186862E7,6.199463E7,2247.0,1.09919779E8,1.2213308777777778E7,2.0949399567403752E7,6.1997128E7,1924647.0,1.14997383E8,1.0454307545454547E7,1.917682625008916E7,6.1997379E7,3745.0,0,0,0,0,80,96,0.08695850061214001,0.10435020073456802,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,50.18181818181818,48.0,48.0,0,0,0,0,0,0,10,480,12,576,-1,-1,10,0,2974236.75,3430780.7343675555,5963590.0,2498.0,2.577442175E7,2.7067256362896558E7,6.199463E7,5035383.0,No Label
192.168.100.103-66.85.157.90-38092-443-6,192.168.100.103,38092,66.85.157.90,443,6,02/10/2018 06:31:51 PM,115514852,24,25,37.0,37.0,37.0,0.0,1.541666666666667,7.552593373581465,37.0,0.0,1.4800000000000002,7.3999999999999995,0.6406102654228393,0.42418787845566386,2406559.416666667,2574072.627198384,5324478.0,481.0,1.15514354E8,5022363.217391304,771500.8944960323,5325211.0,1489150.0,1.15514103E8,4813087.625,1207774.7709044102,5325211.0,390518.0,0,0,0,0,480,500,0.2077654914884884,0.21642238696717545,0.0,37.0,1.4800000000000002,7.3241005577198255,53.642448979591855,0,0,0,0,1,0,0,0,1.0,1.510204081632653,1.5416666666666667,1.48,0,0,0,0,0,0,24,37,25,37,-1,162,1,0,316880.28571428574,1449598.5469317064,6643447.0,481.0,5183791.2857142845,46203.32129419134,5324478.0,5151328.0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/10/2018 06:32:33 PM,99995950,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400056702296443,7691996.153846155,1.2810842249571903E7,3.1132991E7,13.0,9.9995937E7,8332994.750000002,1.3160944268688219E7,3.1132991E7,255.0,0,0,0,0,0,0,0,0,0,0,0,0.13000526521324116,0.010000405016403166,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,1,0,-1,-1,0,0,1996.6,3774.7877158854903,8740.0,13.0,1.99882486E7,1.3609998280137725E7,3.1132991E7,5158292.0,No Label
192.168.100.103-83.167.252.118-123-123-17,192.168.100.103,123,83.167.252.118,123,17,02/10/2018 06:26:59 PM,2496,0,2,0.0,96.0,0,0,0,0,48.0,48.0,48.0,0.0,38461.53846153846,801.2820512820513,2496.0,0.0,2496.0,2496.0,0,0,0,0,0,2496.0,2496.0,0.0,2496.0,2496.0,0,0,0,0,0,16,0.0,801.2820512820513,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,0.0,48.0,0,0,0,0,0,0,0,0,2,96,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
185.189.115.149-192.168.100.103-123-123-17,192.168.100.103,123,185.189.115.149,123,17,02/10/2018 06:32:34 PM,81041770,7,8,336.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,8.884307438003884,0.18508973829174757,5788697.857142857,1.738376165560011E7,6.598661E7,45722.0,7.5948429E7,1.26580715E7,2.612554598493766E7,6.598661E7,1962128.0,8.104177E7,1.1577395714285715E7,2.6225094576139905E7,7.1027719E7,53232.0,0,0,0,0,56,64,0.08637521120281554,0.09871452708893204,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,51.2,48.0,48.0,0,0,0,0,0,0,7,336,8,384,-1,-1,7,0,5047619.0,0.0,5047619.0,5047619.0,6.598661E7,0.0,6.598661E7,6.598661E7,No Label
192.168.100.103-89.221.214.130-123-123-17,192.168.100.103,123,89.221.214.130,123,17,02/10/2018 06:32:33 PM,72043403,7,9,336.0,432.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.660240466431048,0.22208834305064684,4802893.533333333,1.503492839209942E7,5.9008332E7,7729.0,6.8997635E7,1.1499605833333334E7,2.3287652648652766E7,5.9035318E7,1962638.0,7.2043403E7,9005425.375,2.0225142689654004E7,5.9017078E7,8994.0,0,0,0,0,56,72,0.097163650084658,0.12492469296598885,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,51.0,48.0,48.0,0,0,0,0,0,0,7,336,9,432,-1,-1,7,0,1.3026325E7,0.0,1.3026325E7,1.3026325E7,5.9008332E7,0.0,5.9008332E7,5.9008332E7,No Label
192.168.100.103-194.182.76.214-123-123-17,192.168.100.103,123,194.182.76.214,123,17,02/10/2018 06:33:20 PM,69022882,1,3,48.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.7816862239974274,0.057951796333279744,2.3007627333333336E7,3.98224669957647E7,6.899065E7,6244.0,0,0,0,0,0,6.9022882E7,3.4511441E7,4.8797717569755435E7,6.9016638E7,6244.0,0,0,0,0,8,24,0.014487949083319936,0.0434638472499598,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,3.0,60.0,48.0,48.0,0,0,0,0,0,0,1,48,3,144,-1,-1,1,0,6244.0,0.0,6244.0,6244.0,6.899065E7,0.0,6.899065E7,6.899065E7,No Label
192.168.100.103-217.30.75.147-123-123-17,192.168.100.103,123,217.30.75.147,123,17,02/10/2018 06:33:20 PM,68006212,1,3,48.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.8232714976096593,0.058818156200201234,2.2668737333333336E7,3.925258395168484E7,6.7993717E7,3000.0,0,0,0,0,0,6.8006212E7,3.4003106E7,4.808341102732284E7,6.8003212E7,3000.0,0,0,0,0,8,24,0.014704539050050308,0.04411361715015093,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,3.0,60.0,48.0,48.0,0,0,0,0,0,0,1,48,3,144,-1,-1,1,0,3000.0,0.0,3000.0,3000.0,6.7993717E7,0.0,6.7993717E7,6.7993717E7,No Label
192.168.100.103-66.85.157.90-38092-443-6,192.168.100.103,38092,66.85.157.90,443,6,02/10/2018 06:33:52 PM,115816197,24,25,37.0,37.0,37.0,0.0,1.5416666666666667,7.552593373581466,37.0,0.0,1.48,7.400000000000001,0.63894344588089,0.4230841736238326,2412837.4374999995,2580369.385075965,5417413.0,488.0,1.15815699E8,5035465.173913043,702360.5077971421,5417911.0,1824210.0,1.15815703E8,4825654.291666666,1209118.8912890418,5417909.0,152908.0,0,0,0,0,480,500,0.20722490136677515,0.21585927225705745,0.0,37.0,1.4800000000000004,7.324100557719825,53.64244897959185,0,0,0,0,1,0,0,0,1.0,1.510204081632653,1.5416666666666667,1.48,0,0,0,0,0,0,24,37,25,37,-1,162,1,0,90388.81818181818,421296.10310571425,1976622.0,488.0,5173961.3181818165,69547.12766749396,5417413.0,5003898.0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/10/2018 06:34:44 PM,89860255,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1335406849223831,8169114.090909092,1.0899691271799605E7,3.0419404E7,7.0,8.9859761E7,8985976.1,1.1128710160845142E7,3.0419404E7,7.0,0,0,0,0,0,0,0,0,0,0,0,0.12241229451218451,0.011128390410198592,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,349.4,219.76646695981623,499.0,7.0,1.7971602E7,8763831.642823447,3.0419404E7,8215067.0,No Label
192.168.100.103-5.1.56.123-123-123-17,192.168.100.103,123,5.1.56.123,123,17,02/10/2018 06:34:47 PM,69018132,7,9,336.0,432.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,11.12751066632751,0.23182313888182313,4601208.8,1.4527592263899872E7,5.6997999E7,5247.0,6.6927335E7,1.1154555833333334E7,2.2461322179827593E7,5.7003496E7,1924151.0,6.9018132E7,8627266.5,1.956341091706922E7,5.7013237E7,5989.0,0,0,0,0,56,72,0.10142262326079762,0.1304005156210255,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,51.0,48.0,48.0,0,0,0,0,0,0,7,336,9,432,-1,-1,7,0,1.2004895E7,0.0,1.2004895E7,1.2004895E7,5.6997999E7,0.0,5.6997999E7,5.6997999E7,No Label
192.168.100.103-83.167.252.118-123-123-17,192.168.100.103,123,83.167.252.118,123,17,02/10/2018 06:34:48 PM,67005036,7,9,336.0,432.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,11.461825048493369,0.23878802184361186,4467002.4,1.4286130626850128E7,5.6001067E7,2241.0,6.5965124E7,1.0994187333333334E7,2.2049883023529876E7,5.6003312E7,1962126.0,6.7005036E7,8375629.5,1.9258118760775186E7,5.6003563E7,2247.0,0,0,0,0,56,72,0.1044697595565802,0.13431826228703167,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,51.0,48.0,48.0,0,0,0,0,0,0,7,336,9,432,-1,-1,7,0,1.1001473E7,0.0,1.1001473E7,1.1001473E7,5.6001067E7,0.0,5.6001067E7,5.6001067E7,No Label
185.189.115.149-192.168.100.103-123-123-17,192.168.100.103,123,185.189.115.149,123,17,02/10/2018 06:34:52 PM,67033516,1,3,48.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.8642388383745225,0.05967164246613589,2.2344505333333336E7,3.8652492311378345E7,6.6976559E7,27477.0,0,0,0,0,0,6.7033516E7,3.3516758E7,4.7360995384323604E7,6.7006039E7,27477.0,0,0,0,0,8,24,0.014917910616533973,0.044753731849601915,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,3.0,60.0,48.0,48.0,0,0,0,0,0,0,1,48,3,144,-1,-1,1,0,27477.0,0.0,27477.0,27477.0,6.6976559E7,0.0,6.6976559E7,6.6976559E7,No Label
